cluster_number,cluster_lat,cluster_long,num_students,user_ids
202,13.116196988421972,80.16965663976907,2,"7747,2988"
203,13.085442651827368,80.19676382590382,2,"4401,6766"
204,13.045360953786888,80.18674437447675,1,2185
205,13.1380541,79.6614376,1,2916
206,13.03238682,80.16405253999999,5,"6950,1106,6798,2972,4040"
207,13.125167821575511,80.04278879775632,3,"4482,4095,3264"
208,12.8817218,80.0713071,1,6366
209,13.1315848,80.2373844,1,1243
210,12.882136047589963,80.06271558305261,1,49
211,13.061332099055312,80.14907090860898,5,"2451,7101,6545,8080,2472"
212,12.7588793,79.70072110000001,1,4332
213,12.84029825,79.718954,2,"1615,1616"
214,13.128634167720785,80.23189899657307,3,"2682,1313,7250"
215,13.006518399761465,80.24614259486678,2,"3591,7281"
216,13.100813566546421,80.1903841971455,3,"7537,1773,3122"
217,13.051904498712576,80.12390064056515,7,"5284,5722,4169,7697,3238,7615,5975"
218,13.084500733881004,80.16287826502008,1,6871
219,13.141359214658161,80.10381755562376,3,"6826,112,4032"
220,12.94346429440972,80.18610428507172,1,2619
221,13.236372234370451,79.9817909415038,1,4145
222,12.924618535586982,80.10011265759105,4,"4265,6578,2280,7942"
223,13.1107144,80.2210435,1,1966
224,12.965227612427839,80.19736406201768,11,"1268,4529,4934,7436,7600,2943,6897,1001,5536,6175,4242"
225,12.95852390663839,80.20108821376952,1,960
226,12.984375437284084,80.20546902429987,15,"3196,3178,6562,6124,4732,3206,3861,2107,1280,5368,6505,1009,6498,6093,6561"
227,13.08031528823859,80.25385966858424,3,"1225,5223,6076"
228,13.071604,80.2493904,1,220
229,12.93695625337695,80.13988748036292,6,"4885,4136,2511,6722,5048,2262"
230,12.943626084477696,80.16375339306325,2,"4518,3649"
231,12.9534824,80.1559735,1,4861
232,13.068731259880975,80.1816454864968,7,"1620,6199,7780,7852,6915,3175,4752"
233,13.049279240228708,80.08784706827923,5,"7501,7612,3986,5101,3907"
234,13.137389253815066,80.22883385104602,3,"2275,7034,1619"
235,13.03089454406909,80.17983040862616,4,"306,7421,5023,2962"
236,13.086878066821855,80.22490640391447,9,"1160,4325,4597,1169,1960,682,3639,3164,4148"
237,13.098085733780731,79.65670752002835,15,"5372,3867,2935,1345,1127,1282,1990,7853,1981,4157,7420,7905,4868,2730,6210"
238,13.08757302210384,80.12535906570868,3,"1576,3709,7969"
239,13.1026469,80.20826985,2,"7653,4595"
240,13.101215064232674,80.13730951124317,6,"6866,2829,2907,3559,4168,3280"
241,13.144228127762586,80.19363333578232,1,2613
242,12.663904654147634,79.54148599777469,5,"7218,7210,3067,7368,3304"
243,12.81954158281616,79.72206866287465,8,"4779,7982,7132,3088,4967,5113,4621,1766"
244,12.949013746249873,80.1845791350257,4,"1996,5090,2424,5763"
245,13.0935356,80.24459795,2,"1064,471"
246,13.110694728528662,80.15160643716122,5,"715,5384,1123,4763,7484"
247,12.85982943722461,80.07173038880812,6,"156,6750,2852,6870,7435,6506"
248,13.138010938964477,80.20558568247499,8,"3467,1650,4513,495,461,6097,7701,2598"
249,13.150827236669182,80.06614650382623,3,"1752,3073,1166"
250,13.0537519,80.22798949999999,2,"483,4514"
251,13.087789383193343,80.10890914544106,20,"5533,1172,3812,3025,953,5715,4670,7510,2777,2015,6855,3599,4891,537,3856,7175,2,3871,1652,4494"
252,13.05820567458088,80.23726195200707,1,4962
253,13.067982495981548,80.13795871021269,2,"3596,6084"
254,13.133693874173286,80.25801542385253,10,"5683,4028,4682,740,5725,4963,7639,1779,5653,784"
255,13.008904766666667,80.00472646666667,3,"4418,7654,7667"
256,12.844732571061037,79.69768189490458,8,"4679,7936,4366,4369,3814,7264,5166,6196"
257,13.099661633333334,80.21816893333333,3,"4194,6954,3675"
258,13.087142378405373,80.19287612034952,18,"6420,1303,5055,2249,7072,4319,3881,6086,4692,4691,4703,6906,6234,3788,6918,1821,5568,3882"
259,12.818532975952039,79.73125068887894,5,"8002,4170,4778,4661,2445"
260,12.94597919831037,80.14446187108611,1,2696
261,12.976089659716754,80.21974754557627,3,"2703,1860,4722"
262,13.006598391530328,80.24601655635374,1,2720
263,13.1261096,80.2491749,1,5234
264,13.047319487521431,80.11286396479551,9,"214,7214,1681,6280,7715,107,6215,8003,7732"
265,13.025768473653544,80.17496857395363,3,"6204,6853,3040"
266,13.203955579974107,80.1755315944323,4,"6616,4306,4440,6141"
267,13.1519315,80.0802047,1,6760
268,13.167542045601262,80.200923259067,2,"6782,279"
269,13.105834387631196,80.21395017010494,3,"6838,3562,5344"
270,12.671419595574836,79.53722861115722,2,"1454,5628"
271,13.02952399303062,80.22958532464553,3,"2235,490,3568"
272,13.1417175,80.1416732,1,4501
273,13.26239210837736,80.155192190452,1,462
274,12.847536867999857,79.70503421001075,2,"673,7844"
275,13.181865515215529,79.61226082419867,5,"6742,3728,4015,6819,4664"
276,13.0529400437941,80.23725131935255,7,"2329,2807,648,2873,2787,383,3549"
277,13.220193883110731,80.32007279092606,1,6707
278,13.107873310696055,79.9379631828355,1,4279
279,13.028190944484285,80.15109506470945,3,"3144,689,6859"
280,13.12450643301796,79.91169424371547,13,"4009,2103,4439,6922,5597,5684,5121,6985,2019,4349,6582,4887,3129"
281,13.063562906316756,80.15214922178139,7,"5488,2354,2167,5984,215,6652,5086"
282,12.88040753853253,80.0800653494518,1,6146
283,12.90108798685761,79.46049749681943,5,"735,4615,3296,70,680"
284,12.8623509,80.03637660000001,1,5862
285,13.09629037665538,80.21955843194044,1,4496
286,12.996551396311725,80.10788173721532,3,"3918,3810,2961"
287,12.92161442521031,80.19676463242695,7,"5255,5306,7774,3885,908,6168,1580"
288,13.3425842,80.2209773,4,"3204,7235,2856,3605"
289,12.91696247775535,80.06191259745748,1,7989
290,13.090066320650081,80.22874622884933,4,"5643,3172,7522,6539"
291,12.677494532275288,79.97948507367904,3,"661,3210,5271"
292,13.102971417234494,80.25294177815047,5,"1541,920,1651,4736,7337"
293,12.906065417513751,80.0957481947684,3,"3851,5849,1883"
294,13.096756534660944,80.24593693926874,2,"2387,2732"
295,12.923248603042676,80.16036873885135,5,"699,5151,1585,1356,1609"
296,13.163096194604071,80.29874048695365,6,"423,5936,609,3477,7174,7551"
297,13.050264072431178,80.09243760019217,9,"4322,5447,7750,3888,4124,4121,5425,5436,7744"
298,13.073500482930468,79.66960291280556,6,"285,4222,1536,6069,2533,7554"
299,13.098861702179518,80.13357590388081,3,"4949,1493,1489"
300,12.9726132,80.1995053,2,"765,7755"
301,13.130429360506756,80.1329474999015,30,"5994,2390,6944,3809,7024,6136,6384,7671,5944,7731,2851,4480,7244,1749,1628,3116,110,7265,6265,3086,1082,6255,642,2113,7299,7296,7645,2072,1316,4966"
302,13.125991211145957,79.64252682724512,1,7893
303,13.0021286,80.2004924,1,6456
304,13.0342004,80.16497629999999,1,7927
305,12.984505534445113,80.25781333628514,2,"2309,1401"
306,13.111052562163598,80.21397801126173,1,3682
307,13.038067423077713,80.26980898703265,2,"5845,2162"
308,13.16498008352244,80.22991568832734,1,2227
309,12.968362075216714,80.26184573511112,2,"208,2307"
310,13.043152829321235,80.19267724863978,7,"7260,7703,6080,174,6869,1486,80"
311,13.06826556475337,80.24350289284867,1,7245
312,13.167031862987464,80.304204849989,6,"4416,6888,6254,3634,3896,7439"
313,12.976640694133001,80.22147183710918,5,"5183,4165,2240,3333,1512"
314,13.09247278931281,80.2103844857397,2,"6751,7085"
315,12.811553666584327,79.75308845279626,1,3358
316,13.153558859201002,79.89132785274674,2,"3504,1184"
317,12.990687526112898,80.19814896866589,4,"5972,1936,6467,5705"
318,13.007252707355534,80.19698945991777,2,"1309,4487"
319,12.916840077226203,80.07737737715442,6,"592,1136,990,2491,695,7239"
320,13.111005800000001,79.9107439,2,"1382,4474"
321,13.1534666,80.0641443,1,6745
322,13.124844825086843,80.0245084161043,4,"4837,3841,5474,5261"
323,13.0446825,80.24803290000001,1,5125
324,13.106371633599705,79.64691578909554,2,"6830,1164"
325,12.973683811701282,80.18315265747876,7,"1167,2224,5336,4104,7736,1321,4081"
326,13.074053640418889,80.18619964231263,2,"1721,75"
327,12.804557983972984,79.76735505495958,6,"1149,3792,6970,2367,3361,4379"
328,13.10002595,80.22679514999999,2,"7495,6640"
329,13.126113463503044,80.00522258681468,2,"7292,7607"
330,13.02258185,80.22570247499999,4,"5106,5127,7924,5013"
331,13.126963608282226,80.21713634801675,4,"6362,5257,6515,1219"
332,12.981270308905811,80.24257341249776,2,"426,2223"
333,13.08751385949688,79.66733738604333,5,"4333,5430,685,5209,1604"
334,13.125883531445542,80.19797739655402,2,"5031,4472"
335,12.917276185033266,80.17661601558707,3,"6624,5883,887"
336,13.111385,79.9835195,1,7553
337,12.993793802855004,80.11137056840768,1,5287
338,12.93146195573607,80.18169661682415,2,"2046,8081"
339,13.140159554851722,80.20829445863396,1,3669
340,13.204178,80.17539699999999,1,5210
341,13.04199453958674,80.22358219661724,13,"5364,1919,870,5969,3991,1043,4363,4370,4383,4112,2442,4079,7208"
342,12.951867807922083,80.14084708196539,3,"3229,5519,2128"
343,13.146056010086568,80.24207007778651,7,"3656,4287,5322,99,4542,115,2694"
344,13.078237433704723,80.17121710468642,1,351
345,13.071378084698194,80.18628804542077,2,"3796,2494"
346,13.099212804348026,80.10885343259874,7,"4998,4826,7850,5229,7316,6883,5132"
347,13.1020889,80.1551432,1,6461
348,13.13536577743676,80.29340110643346,6,"2042,4252,6693,644,1662,217"
349,13.0537289,80.1831473,1,3666
350,13.090884713849457,79.65873336282782,6,"5476,6767,6861,2990,1152,2775"
351,12.935015903419165,80.13141349789748,2,"5256,5020"
352,13.319447566631249,80.18267124886226,5,"3509,134,191,5753,2746"
353,12.916392535708994,80.07404793379457,5,"6439,3497,1477,7514,823"
354,13.061149960009317,80.16348191823286,4,"7363,5564,3252,5195"
355,12.966011,80.188698,1,3507
356,12.978795602128962,80.20248595335264,2,"5097,3395"
357,13.03348506389715,79.85336319621308,5,"2824,4544,1509,6260,7286"
358,13.1211208,80.2001222,2,"1956,4269"
359,13.040094220260624,80.05584733813637,2,"7483,4747"
360,12.895169773725682,80.1689031756657,1,7325
361,13.113788789864264,80.10100836454217,7,"4523,5197,6669,4572,7187,7838,5250"
362,13.205540780181758,79.75639078121962,1,2115
363,12.8447677,80.0616833,2,"6518,7556"
364,13.038321037568787,80.21392709054656,5,"6113,871,3034,6718,4091"
365,13.145794245053196,80.05826140955051,2,"353,354"
366,13.17576845,80.2986688,2,"7055,1875"
367,12.996245722258667,80.21653290025844,1,7276
368,13.061178406586262,80.16362541719465,1,1188
369,12.995431,80.1925425,1,7937
370,12.9839081,80.19771136666667,3,"6435,1030,328"
371,12.691022412428941,79.98061639893736,6,"2811,128,6246,7063,4209,2929"
372,13.1143302,80.24239965000001,2,"5085,1817"
373,13.184354320152545,80.3139799291961,3,"2177,8078,7555"
374,13.0675051,80.03560279999999,1,7414
375,13.122793737832456,79.91171832701204,4,"8041,588,4131,811"
376,13.0243823,80.1772356,1,1917
377,13.066017702431992,79.67364739271716,1,7217
378,12.91907445377555,80.24999707313783,1,5427
379,13.175459698516773,79.61218777080079,4,"4806,2786,5764,4000"
380,12.7467139,79.675294,1,6921
381,12.920150299999998,80.076847,3,"2792,1364,556"
