cluster_number,original_lat,original_lon,snapped_lat,snapped_lon,route_name,route_type,route_id,snap_distance_meters,num_students,user_ids
1,12.805026536336756,79.71003313832418,12.8046669,79.7093138,Uthiramerur - Kancheepuram Road,arterial,835633808,87.65,6,"6600,4662,6592,5812,6854,6253"
2,13.114413439999998,80.15545184,13.1188586,80.1558935,North Park Street,arterial,25392315,496.59,5,"8068,7735,5893,3464,7471"
3,13.066433634417416,79.67202544858301,13.0671404,79.6731284,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,22832401,143.0,4,"7819,6379,7308,2858"
4,12.989552280866848,79.67641991865611,12.9895108,79.6765006,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,22832404,9.88,2,"5357,299"
5,13.085259510701263,80.24795505263826,13.0857989,80.2479452,Purasawalkam High Road,arterial,237621835,59.99,13,"2319,1199,7959,853,4603,2378,2497,4604,7921,6852,4320,257,7792"
6,13.103361141545252,80.20423150656602,13.1032572,80.2040121,New Avadi Road,arterial,155831556,26.42,17,"2355,6867,3999,467,7863,1041,4467,7597,3473,4558,3765,6511,4088,1847,3557,3538,192"
7,13.129723052634256,80.15801458739413,13.1301287,80.1578647,Vanagaram - Ambathur - Puzhal Road,arterial,1318548032,47.94,24,"7741,486,199,2228,3396,448,6350,5599,5912,2707,2051,3011,5740,6135,4940,1241,6672,4468,5554,7995,6225,3126,3355,3105"
8,13.02954378495344,80.21722646793172,13.0314127,80.2169694,11th Avenue,arterial,23698639,209.67,13,"7739,1420,2506,5319,4246,437,3483,3543,3199,3079,7524,2546,5548"
9,13.117343708075168,80.28336956729238,13.1167159,80.283897,Thiruvottriyur High Road,arterial,1232326683,90.2,3,"8101,2593,332"
10,13.067190791344425,80.22859747390729,13.0668373,80.228582,Nelson Manickam Road,arterial,835030602,39.34,9,"2548,7387,1049,4753,7965,7908,4324,5157,3614"
11,12.973533023916188,80.21366842257484,12.971599,80.2123049,Inner Ring Road (Southern Sector),arterial,939228067,260.92,1,1839
12,13.060749309301595,80.16309797437077,13.0612517,80.1629775,EVR Periyar Salai,arterial,69610259,57.37,7,"198,1492,5093,4202,5962,3516,5775"
13,13.088121140414549,80.26036768609296,13.0876039,80.2606991,Purasaiwalkam Flyover,arterial,30247201,67.8,8,"1845,3371,6710,312,6682,2631,4937,3911"
14,13.13217075463802,80.17040397366685,13.1321546,80.1703468,Unnamed primary Road,arterial,1118335021,6.45,12,"3586,3072,3628,6344,8013,3017,8000,4617,5836,6765,7369,614"
15,13.119385914795906,80.08464239770024,13.1189004,80.0845218,Chennai - Tiruttani - Renigunta Road,highway,1149807909,55.54,8,"4229,4253,1450,7077,2222,7106,5605,5293"
16,13.01992968324816,80.18483706800238,13.0203922,80.1850556,Mount - Poonamallee - Avadi Road,arterial,32427422,56.62,3,"2371,4045,3536"
17,13.113456447602438,80.22545713363317,13.1134028,80.2272231,Unnamed secondary Road,arterial,1053303514,191.34,16,"5578,1937,4516,5313,253,2838,4154,1197,6523,3346,5173,3157,1093,5790,5040,3440"
18,13.079314214305922,80.22671544133593,13.0830264,80.2273357,Kilpauk Garden Road,arterial,23306358,418.21,7,"1805,5679,736,169,7152,6501,5282"
19,13.043561606581148,80.18374710154629,13.0437243,80.1836531,Arcot Road,arterial,550612245,20.76,16,"7595,7443,384,789,861,5701,5728,2763,733,743,1605,474,5552,4099,316,338"
20,13.074705775226672,80.17387543054002,13.0742028,80.1811533,Thiruvalluvar Saalai,arterial,838218813,790.27,1,2794
21,13.11653445275311,80.19834711001434,13.1165132,80.1978054,Jawaharlal Nehru Road (100 Feet Road),arterial,95668348,58.71,4,"7202,3565,4122,2542"
22,13.12066985745704,80.2063072691357,13.1244297,80.2039086,Jawaharlal Nehru Road (100 Feet Road),arterial,1316912345,492.2,27,"3257,3967,7951,3949,3866,2674,842,1239,717,7534,724,4043,323,6039,6100,4463,7404,6248,5196,3632,1182,7559,2326,7295,3561,5301,3830"
23,12.916312877547904,80.18878625742441,12.9175345,80.1893287,Velachery Mudhanmai Salai,arterial,133593218,148.01,3,"4344,6980,3936"
24,13.076450752692288,80.20780364482567,13.0770239,80.2076411,EVR Periyar Salai,arterial,1287586755,66.12,9,"2711,4008,651,4708,7869,3224,4559,3772,1546"
25,12.905471882711767,80.09420209937271,12.9049341,80.0950856,Perungalathur Maempalam,highway,1185985036,112.9,7,"2340,6872,539,4979,6986,3633,956"
26,13.107518341425097,79.9108696094899,13.1079908,79.9096133,Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,arterial,174970677,145.85,6,"7135,5523,6729,4831,6408,2360"
27,13.07995290465909,80.18054202858845,13.0799554,80.180388,Thiruvalluvar Saalai,arterial,102484441,16.69,33,"1954,5688,1186,3212,4208,6544,4275,4863,1379,5699,3828,6096,5829,1207,2353,4110,6746,7763,3098,378,137,2874,5953,4166,3024,5330,88,176,944,7957,5588,723,7233"
28,12.682856455849336,79.98080188133129,12.6819916,79.9820806,Chennai - Trichy - Dindugal Road (Old NH45),arterial,1146423040,168.79,10,"7833,5429,5459,315,7812,4233,5145,5746,4116,5418"
29,12.983893356487568,80.26739506217696,12.9842128,80.2595311,East Coast Road,arterial,23761085,852.82,1,2259
30,13.031147137599286,80.2663376805078,13.0310784,80.2668126,RK Mutt Road,arterial,47274816,52.01,3,"3268,2011,4552"
31,13.117846307318771,80.21688617664752,13.1179989,80.2125343,Poompuhar Nagar 1st Main Road,arterial,1188061665,471.58,12,"2279,4944,2625,7688,5664,4786,4424,484,6193,7487,3123,2462"
32,12.965386603480368,80.17559757467875,12.962647,80.187541,Mount - Medavakkam Road,arterial,837321907,1329.57,2,"3826,6414"
33,13.120269614295587,80.23360926211492,13.116406,80.2311419,Paper Mills Road,arterial,1309299240,505.93,6,"4262,7581,6073,5520,3611,1983"
34,13.097990436023634,80.2358150879406,13.098299,80.2359742,Konnur High Road,arterial,1048280714,38.39,9,"6099,6465,8045,6137,305,1061,1217,3465,1378"
35,13.118198585126713,80.09677393275213,13.1172022,80.0966704,Unnamed primary Road,arterial,1122592763,111.36,18,"5277,6205,8029,758,7666,132,7273,7319,869,2689,3698,5556,3955,4912,5010,5801,2201,6046"
36,13.040853539294542,80.17292754780283,13.0408303,80.1727634,Arcot Road,arterial,550612245,17.97,19,"4609,314,6656,6555,2241,7926,5777,4654,7562,1062,2447,3190,906,3784,2870,3143,1979,7084,8014"
37,13.3864454865324,80.21835189409516,13.3852465,80.2185411,Chennai – Pulicat Road,arterial,85127738,134.88,1,3413
38,13.044415926490634,80.23268531077552,13.0447298,80.2325552,North Usman Road,arterial,843860857,37.64,1,3750
39,13.136128366666668,79.91911846666666,13.1369143,79.9190674,Chennai Tirupati Highway,highway,30435936,87.57,3,"223,4811,777"
40,12.8101456,80.2039885,12.8002596,80.1970625,Vandalur - Mambakkam - Kelambakkam Road,arterial,1206390261,1331.31,1,2994
41,13.121613930982695,80.14784491409868,13.1220414,80.1475336,Chennai - Tiruttani - Renigunta Road,highway,125180603,58.27,34,"4571,7759,3890,6841,7371,2412,7509,7300,7057,1468,1508,108,4414,5493,2182,7450,7511,3863,22,7447,6238,278,6909,3316,2005,4570,669,4901,5710,3606,5586,4270,7224,701"
42,13.055966359359257,80.17216682811389,13.0554514,80.1736508,Mettukuppam Main road,arterial,25467811,170.64,2,"5657,478"
43,13.299523278046967,80.15527064464541,13.29905,80.1559068,Chennai – Pulicut Road,arterial,1284548149,86.65,5,"6186,6216,5515,3815,459"
44,12.954597585949896,80.15747921201644,12.9548561,80.1568884,Pallavaram - Thoraipakkam Road,arterial,864059071,70.18,3,"5629,7611,5982"
45,13.046303080138712,80.13772108912308,13.0384905,80.1344554,Mount - Poonamallee - Avadi Road,arterial,31962666,937.99,3,"5632,2136,7685"
46,13.0466012,80.1805655,13.0482158,80.177477,Sri Devi Kuppam Main Road,arterial,34231612,379.69,1,5625
47,13.061121222813142,80.14389317634402,13.0615435,80.1439632,NH48,highway,1235964075,47.56,1,1946
48,13.039112643203111,80.13207508263082,13.0394525,80.1320405,Mount - Poonamallee - Avadi Road,arterial,31962666,37.98,39,"2456,7985,7638,3393,1849,5315,6896,6050,4395,6357,6500,6364,7705,3692,57,6419,6468,6847,2258,7086,7049,1143,6340,7798,2264,7043,7039,5001,3161,7800,5102,7977,8037,6377,7257,2627,7651,7419,5755"
49,12.963415015231105,79.9458686573265,12.9629435,79.9461889,NH48,highway,1394470442,62.87,1,1696
50,13.149316090256406,80.29871977776654,13.1491826,80.2988475,Chennai - Ennore Road,arterial,1122275983,20.29,9,"1483,1472,4790,3381,151,7108,3922,3103,5240"
51,13.105015448170125,80.27838683541562,13.1048993,80.2782924,North Wall Road,arterial,217674878,16.47,10,"6753,4364,6630,2305,5789,760,3683,2585,1357,4307"
52,13.145279663195089,79.8974943823471,13.1443278,79.8976811,Chennai Tirupati Highway,highway,1040827857,107.76,3,"5873,5689,5424"
53,13.0981944869728,80.14746457276608,13.0980226,80.1473605,Thiruverkadu - Ambattur Road,arterial,385244157,22.19,16,"7678,2281,7528,3092,1931,2908,7094,4479,3653,5171,5167,3754,6202,7104,7408,6288"
54,12.922858741311126,80.13539974266308,12.9226416,80.1350502,Velachery Mudhanmai Salai,arterial,760457096,44.92,11,"7769,1461,5742,7138,442,6026,6558,3114,7116,4158,7344"
55,12.936478313518103,80.1274347060014,12.9366136,80.1274564,Grand Southern Trunk Road,arterial,30751002,15.23,3,"7315,6649,5627"
56,13.128135888064756,80.12596385216065,13.1294413,80.1247508,Chennai - Tiruttani - Renigunta Road,highway,817536016,195.77,17,"7837,7932,628,4137,6268,6775,146,1573,5859,3545,2547,2078,2253,3929,7424,7974,4522"
57,13.113948946340631,80.28297105334626,13.1141039,80.2822777,Thiruvottriyur High Road,arterial,23966118,77.04,12,"7756,7455,3391,6931,2154,1385,5324,564,5670,3438,5640,5891"
58,12.927120098270196,80.12681210174947,12.9230283,80.1269008,Velachery Mudhanmai Salai,arterial,183386551,455.09,7,"7684,943,7348,4715,6569,6602,398"
59,12.963623580275463,80.2029525599411,12.9653521,80.2017134,Bazaar Road,arterial,30598635,234.46,8,"3869,6078,4328,1139,4078,8031,1782,7928"
60,13.055253607622934,80.19371179915179,13.055227,80.1931477,Kaliamman Koil Street,arterial,4748345,61.18,14,"3311,6250,6164,2441,30,193,6585,6292,716,2524,4120,6392,3964,4710"
61,12.910819008472572,80.15529997574399,12.9177991,80.1459621,Camp Salai,arterial,318843775,1275.41,6,"4385,2951,1530,7918,7947,1246"
62,12.935016372842224,80.12479604017395,12.9344479,80.1255163,Grand Southern Trunk Road,arterial,30751002,100.44,4,"6675,6671,6678,7816"
63,13.082453767288506,80.16971591919362,13.0824788,80.1698315,Ramalingam saalai,arterial,752130034,12.82,27,"2884,4854,5648,1484,4419,6588,2657,7636,618,1208,1429,2385,2160,4044,725,3685,927,5802,7486,7467,5749,895,2102,7992,3998,805,679"
64,13.184742858144183,80.31230111715128,13.1848011,80.312218,Chennai - Ennore Road,arterial,907799580,11.09,3,"3325,4218,3115"
65,13.037657983651178,80.17781930370484,13.0419928,80.178185,Arcot Road,arterial,550612245,483.63,2,"2549,222"
66,12.831715999045086,79.69862022014148,12.8279846,79.6968366,Karukinil Amarthanval Street,arterial,102270136,457.76,6,"4023,2422,5327,2531,6831,7219"
67,13.029915017679189,80.2241913957187,13.0296757,80.2243123,Reddy Kuppam Road,arterial,26527888,29.66,6,"2663,4593,1691,6560,427,3099"
68,13.152417583003682,80.22866985116018,13.1522559,80.2281635,Madhavaram - Red Hills Road,arterial,102553782,57.7,6,"8012,3259,3209,3356,2323,637"
69,13.195129388068084,80.1675887474978,13.1952086,80.167569,Singaperumalkoil - Sriperumbudur - Thiruvallur - Red Hills Road,arterial,102550189,9.06,1,4471
70,13.058454378771168,80.21244513822813,13.0586707,80.2116447,Jawaharlal Nehru Road (100 Feet Road),arterial,1151688948,89.98,9,"5874,5366,5850,3798,3957,2599,3307,3203,704"
71,13.12897497652554,79.98864848062699,13.1279137,79.9880218,Chennai Tirupati Highway,highway,1119111091,136.13,1,6696
72,13.337141421563246,80.19441639211873,13.3384078,80.1935528,Chennai – Pulicat Road,arterial,29310651,168.99,2,"6182,3181"
73,13.095503063360304,80.29272876537632,13.0955205,80.2926155,Rajaji Salai,arterial,217848750,12.42,5,"5693,1732,6572,5402,3862"
74,13.113627201854625,80.29233754163228,13.1142287,80.2924982,Suryanarayana Street,arterial,38916672,69.11,13,"816,625,4392,574,867,2898,5612,2362,4412,3106,3479,3133,7641"
75,13.148415165532302,80.20216767127599,13.1465943,80.2023367,Chennai Bypass,highway,1289269145,203.3,4,"2580,429,82,6528"
76,13.126202701319546,80.28919781524128,13.1252942,80.2891427,Thiruvottriyur High Road,arterial,1124091722,101.2,11,"5239,7912,2833,7617,693,6979,1457,1360,1339,7640,5925"
77,13.063431496838628,80.17205265339722,13.0643657,80.1715386,EVR Periyar Salai,arterial,69610259,117.86,6,"3965,6860,6098,300,1365,6757"
78,12.798670073129388,80.02410110411749,12.7991591,80.0229282,Grand Southern Trunk Road,highway,95222417,138.32,4,"6966,6912,6934,7516"
79,13.027556582526929,80.27533963378565,13.0273385,80.2757464,Unnamed primary Road,arterial,1031060367,50.3,6,"2761,2754,1147,7748,5787,5576"
80,12.998000303131352,80.09639224908975,12.9978856,80.0965092,Kodambakkam – Sriperumbudur Road,arterial,25453303,17.98,11,"1255,1245,4417,4384,7412,2343,116,827,5131,5667,7867"
81,13.1259402,80.1173524,13.1253959,80.1176738,Chennai - Tiruttani - Renigunta Road,highway,389722996,69.82,1,3450
82,13.021350390556348,80.14813391302152,13.0229494,80.1464969,Kodambakkam – Sriperumbudur Road,arterial,133602693,251.13,7,"3952,4773,4429,5577,4674,4108,5099"
83,12.79020326116541,80.0358197177236,12.798914,80.0227695,Grand Southern Trunk Road,highway,95222417,1714.83,2,"3619,6536"
84,12.693506917094744,79.97783292315262,12.6936434,79.977839,Anna Salai High Road,arterial,96789536,15.19,6,"500,7476,6102,6198,3031,4629"
85,12.96982323243388,80.14402622056329,12.9709182,80.1443732,Poonamallee - Kundrathur - Pallavaram Road,arterial,371337614,127.43,14,"3804,879,1073,1016,924,400,7945,7206,7285,421,2218,3909,4539,468"
86,12.974861383037815,79.95493211722841,12.9743721,79.9556303,Chennai - Chittoor - Bangalore Road (Old NH4),arterial,1106814598,93.18,3,"5296,4031,6389"
87,13.046374138365298,80.0789626150882,13.0469807,80.078922,NH48,highway,1101609650,67.59,5,"5408,849,4660,6375,5861"
88,13.055731581987578,80.06223116667472,13.0545611,80.0614399,Thirumazhisai - Thiruvallur - Uthukottai Road,arterial,834684190,155.84,4,"4035,2064,7913,2327"
89,13.03522408548162,80.19142955311872,13.0376334,80.192902,Anna Main Road,arterial,34050706,311.79,7,"2435,7302,1444,5388,6152,388,7830"
90,13.044511140793633,80.12197677687396,13.0435872,80.1216044,Mount - Poonamallee - Avadi Road,arterial,31962666,110.37,1,2518
91,13.043962349789634,80.14699585978641,13.0436209,80.1494165,Unnamed trunk Road,highway,1268072848,264.95,2,"2812,8047"
92,13.079680430937866,80.16406589329452,13.0805796,80.1634334,Unnamed secondary Road,arterial,1371962516,121.2,13,"877,8044,7367,5985,4727,1507,4294,1502,4469,6527,2272,6017,43"
93,12.920952387087231,80.09079484797815,12.9212457,80.0913589,Tambaram - Mudichur - Sriperumbudur Road,arterial,721905363,69.29,17,"6924,6587,6864,6868,4547,6194,2376,4862,2713,1498,4082,8027,2727,8020,7983,2699,4833"
94,13.11251947863004,80.10778795738925,13.1126336,80.1084163,Mount - Poonamallee - Avadi Road,arterial,755068758,69.22,11,"6002,6667,1072,1399,3327,7917,672,5374,7910,1359,4139"
95,13.085657071886583,80.1873567970145,13.0853256,80.1874916,Valaiyapathy Road,arterial,34570586,39.64,17,"2004,5952,6772,6823,3819,5376,1475,6963,3718,7193,7160,6433,6665,7542,5750,7078,2960"
96,13.109433883436468,79.9206853495516,13.1094847,79.9209319,Unnamed primary Road,arterial,1055289843,27.29,4,"914,3822,1900,3733"
97,13.061198531091478,80.16332217067753,13.0613973,80.1633542,EVR Periyar Salai,arterial,59294071,22.37,2,"4864,5390"
98,13.05772053327612,80.27370622405563,13.057674,80.2740306,Triplicane High Road,arterial,23019250,35.52,28,"5091,3247,2372,327,2251,3807,6568,6339,362,3512,6466,4507,7037,7635,3484,4215,1080,6450,6376,6423,2964,5438,1068,2872,7557,7549,135,5644"
99,13.055150849463947,80.21022007331271,13.0552342,80.2113384,Jawaharlal Nehru Road (100 Feet Road),arterial,418880841,121.49,7,"5038,6328,5177,2724,942,1175,833"
100,13.130688369564163,80.15389162308864,13.1286123,80.1555288,Vanagaram - Ambathur - Puzhal Road,arterial,755813093,291.07,1,4658
101,13.068344060887677,80.21507383835097,13.0656454,80.2108608,Jawaharlal Nehru Road (100 Feet Road),arterial,69610256,546.16,20,"6952,2558,2832,3878,4224,6303,3313,5300,5172,5304,7190,4892,2630,1115,4407,6301,4335,7646,3494,5381"
102,13.0418572231881,80.20448213254353,13.0413674,80.2052167,Unnamed secondary Road,arterial,1267323746,96.43,22,"5335,1437,6043,2779,2726,4036,6711,6398,7240,3753,3592,379,395,3757,1500,3731,1471,1566,605,47,2400,3997"
103,12.83795133298675,79.7045449410338,12.8373142,79.7041331,Chengalpattu - Kancheepuram Highway,highway,1153252426,83.74,14,"2144,1820,1873,903,4713,4694,3761,5337,3659,3577,4013,83,7340,5463"
104,13.01019420128496,80.12173805365944,13.0098081,80.1218563,Kodambakkam – Sriperumbudur Road,arterial,834623262,44.8,8,"2131,5708,7604,313,1264,7149,66,3486"
105,13.06643477149757,80.22332120925728,13.0688872,80.2255768,Nelson Manickam Road,arterial,835030600,366.13,11,"2183,3762,3883,4248,2052,3383,2380,6393,4952,1325,5887"
106,12.922703358393314,80.15111335304977,12.9226702,80.1511675,Velachery Mudhanmai Salai,arterial,760457094,6.93,8,"389,1057,577,1076,888,7075,2857,464"
107,13.015560991565158,80.13690361940806,13.0156025,80.1368054,Kodambakkam – Sriperumbudur Road,arterial,133602693,11.6,4,"2586,3490,4586,2174"
108,12.836849468681503,79.71462686934427,12.8371106,79.7124866,Railway Road,arterial,48891297,233.85,2,"1930,5856"
109,12.97467500988806,80.25814870212648,12.9745098,80.2584366,East Coast Road,arterial,131884976,36.2,5,"5056,3100,2738,2895,3971"
110,13.050614104444236,80.28004186921905,13.0505465,80.2801616,Besant Road,arterial,22661900,14.99,2,"1892,6422"
111,13.002391110304366,80.13011424663624,13.0034623,80.1272434,Chennai Bypass Expressway,highway,31242168,333.06,1,5435
112,13.091067181606071,80.18783741662862,13.0879308,80.1875464,Thirumangalam – Mogappair Road,arterial,843594863,350.17,4,"5352,7706,7967,6474"
113,13.04774682420174,80.25747301182386,13.0492827,80.258183,Avvai Shanmugam Salai,arterial,1031552402,187.3,4,"3621,5230,513,6556"
114,13.1555912,80.22472549999999,13.155587,80.2246796,Inner Ring Road,arterial,388123339,4.99,1,2865
115,13.123028054002129,80.22352603513202,13.1227761,80.2233267,Paper Mills Road,arterial,28342112,35.37,30,"6839,4327,630,5248,233,1038,3847,1275,182,3162,1890,2556,7430,1961,3160,5416,3797,3637,3500,4406,5546,2043,2493,3813,967,2532,2045,7949,325,5573"
116,13.0276795924613,80.25695603807443,13.0275755,80.2564384,CP Ramaswamy Road,arterial,560148017,57.26,6,"1770,5187,6609,3563,3893,20"
117,13.039295881807126,80.249507918315,13.0390767,80.2494016,Eldams Road,arterial,1036282731,26.96,6,"5439,6224,3433,1863,3580,3283"
118,12.850196037054502,79.6924266341832,12.8504738,79.6922684,Kancheepuram - Surappan Road,arterial,24162253,35.33,3,"2712,7801,3109"
119,13.1251568,80.2490782,13.1250549,80.2487998,Ethiraj Samy Salai,arterial,1124074229,32.21,1,3436
120,13.02920853086366,80.26401981966352,13.029395,80.2640795,St. Mary's Road,arterial,23001376,21.72,1,266
121,13.038288731564958,80.25747046835131,13.0387094,80.2577323,Luz Church Road,arterial,1190973751,54.7,1,2290
122,13.121347744951947,80.26026455132474,13.1214127,80.2593309,MKB Nagar West Avenue,arterial,1202024799,101.36,9,"1912,2111,4931,7698,6522,5965,2923,3801,2358"
123,13.115754550000002,80.246958225,13.1155425,80.2467045,Melpatti Ponappa Street,arterial,26491383,36.21,4,"2330,213,185,2984"
124,13.1286361625301,80.24169366788969,13.1286231,80.2415442,Perambur Cross Road,arterial,838047468,16.25,3,"5483,4177,8063"
125,12.762327119852886,80.00294533665335,12.7622642,80.0039233,Grand Southern Trunk Road,highway,1113002799,106.29,3,"143,5842,3789"
126,13.097399927732676,80.26194003370361,13.0974445,80.2618962,D'Mellows Salai,arterial,217878628,6.86,3,"2637,4574,7166"
127,13.097583181173563,80.25614272065101,13.0975527,80.2561064,Strahans Road,arterial,23803995,5.19,1,7569
128,12.948758109280623,80.19937366089393,12.9485908,80.1990259,Pallavaram - Thoraipakkam Road,arterial,198549092,42.03,1,4123
129,13.095204334862222,80.29271133962602,13.0951309,80.292574,Rajaji Salai,arterial,23893950,16.97,1,1755
130,12.948666441384807,80.19929213866703,12.9485908,80.1990259,Pallavaram - Thoraipakkam Road,arterial,198549092,30.05,1,1813
131,12.783797087126365,79.6771047541334,12.7836922,79.6771402,Kancheepuram - Vandavasi Road,arterial,826468860,12.28,4,"1204,3554,7920,4687"
132,13.334044071605378,79.8923481997472,13.3339667,79.8922039,Korathalaiyar Bridge - Puthur Road,highway,549616113,17.83,4,"186,170,2855,1970"
133,12.693098616017322,79.97159996056159,12.6972865,79.9723417,Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,arterial,513392674,472.57,1,4528
134,13.44493723529331,80.00301559586737,13.4447658,80.003338,Gummidipoondi – Madarapakkam Road,arterial,910504804,39.74,1,7972
135,13.411103202976465,80.11823545499152,13.4108881,80.1180132,Unnamed primary Road,arterial,581838300,33.91,2,"3016,3629"
136,13.11051236103314,80.10937505078617,13.1102983,80.1086594,Mount - Poonamallee - Avadi Road,arterial,755068757,81.08,10,"6976,7395,1843,5007,7916,7353,2621,6411,4017,5563"
137,13.093054570723762,80.1250089916649,13.0931793,80.124335,Thiruverkadu - Ambattur Road,arterial,385244157,74.3,2,"6230,1011"
138,13.125114,80.295542,13.1251554,80.2946984,Suryanarayana Street,arterial,1227545251,91.47,1,7975
139,13.13672807963477,79.90846703333041,13.1365859,79.9083097,Thirumazhisai - Thiruvallur - Uthukottai Road,arterial,1315459985,23.24,12,"419,820,5502,7065,7287,3938,3005,2007,4026,3445,4176,7410"
140,12.940130653929517,80.1853777375603,12.9406089,80.1827882,Medavakkam Main Road,arterial,179253391,285.62,3,"502,3974,5432"
141,13.184160134614274,80.19176643901542,13.1841975,80.1917236,Grand Northern Trunk Road (Old NH5),arterial,581831751,6.23,1,1549
142,13.021079429218288,80.12814830735441,13.0167676,80.1320249,Chennai Bypass Expressway,highway,31242169,637.38,2,"370,746"
143,13.165570419543544,80.25232291125438,13.1658937,80.2526093,Kamarajar Salai,arterial,31020449,47.47,13,"1278,216,623,4199,6548,3174,3417,226,643,1305,7725,4551,7076"
144,13.0181746,80.20586488,13.0182058,80.2058195,Inner Ring Road,arterial,22688411,6.02,5,"6401,6395,1797,3928,6726"
145,13.034124728622023,80.1589537987321,13.0344285,80.1588739,Mount - Poonamallee - Avadi Road,arterial,1098182028,34.87,13,"6272,7153,6967,7644,6727,5450,2971,4427,6269,7105,4898,7676,7147"
146,13.113011602656943,80.23643576651176,13.1129487,80.2364934,Paper Mills Road,arterial,1112992445,9.37,11,"6981,7168,4947,7050,2723,2126,7342,7564,2118,1433,2245"
147,13.102984577082667,80.1987507538276,13.1030515,80.1987619,New Avadi Road,arterial,28224643,7.54,1,5270
148,12.957303977099034,80.18763113789942,12.9571707,80.1870739,Mount - Medavakkam Road,arterial,1314314804,62.18,8,"5888,310,4400,8049,4394,3615,4533,4623"
149,13.2123325,80.2717625,13.2122145,80.2716101,Thiruvottriyur – Ponneri – Panchetty Road,arterial,1060970110,21.08,1,508
150,13.121505955143892,80.15638818002816,13.1208966,80.1582946,Kalli Kuppam Road (KKRoad),arterial,25392488,217.28,5,"1787,4867,8005,3661,260"
151,12.982632827720703,80.22232987386947,12.9827629,80.2218989,Velachery Main Road,arterial,27480309,48.89,5,"5227,6311,6549,3946,6559"
152,13.022625489112867,80.2622319656867,13.0219098,80.2632411,RK Mutt Road,arterial,22923097,135.22,6,"7839,5451,894,570,6159,2932"
153,13.10188713910152,80.18689793861577,13.101763,80.1864342,East avenue Road,arterial,1363505643,52.09,7,"4683,6885,4285,6407,4090,6969,3836"
154,13.03932215,80.09219633333332,13.037138,80.0880208,ORR Service Road,arterial,1075006704,513.41,6,"7338,7334,7390,7376,7378,7940"
155,12.831314077994396,79.72418795269616,12.8387765,79.7232836,Kancheepuram - Rajakulam Road,arterial,132476703,835.56,1,5542
156,13.117876,80.220899,13.1206971,80.224142,Paper Mills Road,arterial,28342112,470.89,1,1920
157,13.099984179905835,80.27571411958735,13.0997346,80.2752353,Wall Tax Road,arterial,217845078,58.82,3,"2771,1388,4316"
158,12.809193201215356,80.0291797192938,12.8090063,80.0293473,Grand Southern Trunk Road,highway,95222417,27.61,1,6092
159,13.030413033333334,80.20777488888888,13.0302256,80.2089959,Inner Ring Road,arterial,32424225,133.91,9,"123,4776,2168,7901,340,5974,640,1731,2610"
160,13.096178026869168,80.25138977718197,13.0962101,80.2512718,Brick Klin Road,arterial,30972303,13.27,5,"1458,3823,1090,4920,4249"
161,13.17454689898586,80.30571795724671,13.1746113,80.3059613,Chennai - Ennore Road,arterial,907799581,27.3,5,"1906,7372,6651,319,7966"
162,12.940472431861892,80.14746005493312,12.9475242,80.1373181,Grand Southern Trunk Road,arterial,1237149197,1350.12,20,"6685,7006,4881,3441,7446,2104,5832,8033,4436,3778,4721,7386,6431,7388,3505,5158,2158,5960,7865,3594"
163,12.979536975,80.20026644999999,12.9797022,80.2004305,Inner Ring Road (Southern Sector),arterial,244466147,25.56,4,"6297,3689,4798,526"
164,13.034461270435362,80.1335023600844,13.0379415,80.1353253,Mount - Poonamallee - Avadi Road,arterial,268051709,434.46,2,"5135,1398"
165,13.120607486737944,80.19991228471625,13.1211561,80.199699,Jawaharlal Nehru Road (100 Feet Road),arterial,32520563,65.23,7,"4241,2301,1070,431,2342,5804,3688"
166,12.823685519223162,79.70636635236646,12.8241305,79.7037825,Uthiramerur - Kancheepuram Road,arterial,834966315,284.48,20,"1031,741,1528,845,1495,7657,5387,6123,7017,7030,5638,3942,6472,6490,3650,2039,2439,5748,1198,935"
167,13.033879530705043,80.25618320106797,13.0341294,80.2569684,CP Ramaswamy Road,arterial,1030667026,89.48,2,"371,2179"
168,12.984656509872003,80.14104016560441,12.976628,80.1327607,Poonamallee - Kundrathur - Pallavaram Road,arterial,1363528604,1265.61,4,"2905,6958,6360,3799"
169,13.0359765163995,80.2775736865367,13.0359864,80.2778281,Santhome High Road,arterial,1361398733,27.58,6,"3482,5686,2122,2127,5019,5382"
170,13.107615563680165,80.1825065980274,13.1082233,80.1823828,East avenue Road,arterial,1363505643,68.89,18,"7787,396,1410,2453,7541,4825,2880,6388,7159,7361,4922,7184,3551,3101,7176,7196,7083,7820"
171,12.97486857255392,80.12892084799397,12.9775166,80.1307355,Poonamallee - Kundrathur - Pallavaram Road,arterial,1363528604,354.06,12,"7422,7087,5531,7133,7470,3004,4174,452,1286,1812,1047,3550"
172,12.968787114152413,80.24548100500738,12.9688725,80.2455446,Dr MGR Main Road,arterial,132191984,11.73,3,"2534,6158,3776"
173,12.9069634,80.228504,12.9069858,80.2282418,Rajiv Gandhi Salai,arterial,1255201324,28.53,1,1409
